customer_id,tenure_months,monthly_charges,contract_type,support_tickets_last_90d,payment_method,on_promo,churned
CUST_00881,20.1,46.22,month-to-month,3,direct_debit,0,1
CUST_00882,0.4,64.1,one-year,0,direct_debit,0,0
CUST_00883,2.0,75.32,month-to-month,2,credit_card,0,1
CUST_00884,29.0,27.68,one-year,2,paypal,1,0
CUST_00885,3.5,65.99,month-to-month,3,direct_debit,0,0
CUST_00886,19.0,78.65,month-to-month,1,direct_debit,0,1
CUST_00887,4.9,51.7,two-year,4,paypal,0,1
CUST_00888,1.9,74.01,two-year,0,credit_card,0,0
CUST_00889,5.0,116.29,month-to-month,2,direct_debit,0,1
CUST_00890,23.1,57.91,month-to-month,0,paypal,1,1
CUST_00891,34.8,67.87,month-to-month,0,direct_debit,1,0
CUST_00892,31.9,45.24,month-to-month,6,direct_debit,0,0
CUST_00893,9.1,63.63,one-year,2,credit_card,0,0
CUST_00894,19.9,69.21,two-year,1,direct_debit,0,1
CUST_00895,4.1,63.9,one-year,2,credit_card,0,1
CUST_00896,6.2,39.61,month-to-month,4,paypal,0,0
CUST_00897,40.8,64.13,one-year,1,paypal,0,0
CUST_00898,0.2,89.24,month-to-month,5,paypal,0,1
CUST_00899,1.6,68.97,two-year,1,direct_debit,0,0
CUST_00900,4.2,79.24,two-year,0,credit_card,1,1
CUST_00901,0.5,55.26,month-to-month,1,credit_card,0,1
CUST_00902,3.6,75.0,month-to-month,1,paypal,1,1
CUST_00903,15.7,65.59,month-to-month,0,credit_card,1,1
CUST_00904,9.8,40.98,month-to-month,4,credit_card,1,0
CUST_00905,40.2,66.37,one-year,1,direct_debit,0,0
CUST_00906,30.6,40.17,month-to-month,2,credit_card,0,1
CUST_00907,7.5,47.34,month-to-month,3,direct_debit,0,0
CUST_00908,5.4,63.79,month-to-month,1,direct_debit,1,0
CUST_00909,8.6,65.94,one-year,4,direct_debit,0,1
CUST_00910,16.1,36.22,month-to-month,2,paypal,1,0
CUST_00911,5.6,81.08,two-year,2,credit_card,0,0
CUST_00912,17.6,71.44,two-year,3,credit_card,0,0
CUST_00913,9.5,45.91,two-year,4,credit_card,0,0
CUST_00914,14.5,29.25,month-to-month,3,paypal,1,1
CUST_00915,10.3,57.1,month-to-month,3,credit_card,0,1
CUST_00916,6.3,51.08,month-to-month,1,credit_card,0,0
CUST_00917,53.4,62.26,month-to-month,1,direct_debit,0,0
CUST_00918,26.0,52.74,month-to-month,3,credit_card,0,1
CUST_00919,2.7,19.85,one-year,2,paypal,0,1
CUST_00920,36.5,52.23,month-to-month,3,paypal,0,0
CUST_00921,12.0,53.89,two-year,0,direct_debit,0,1
CUST_00922,40.5,72.67,month-to-month,0,direct_debit,0,1
CUST_00923,29.0,46.04,one-year,2,credit_card,1,1
CUST_00924,10.0,93.57,one-year,2,direct_debit,1,1
CUST_00925,0.4,21.77,one-year,2,direct_debit,0,1
CUST_00926,5.6,86.22,two-year,1,credit_card,0,0
CUST_00927,14.0,55.51,one-year,2,credit_card,0,1
CUST_00928,18.1,77.19,two-year,2,paypal,1,0
CUST_00929,5.4,61.6,month-to-month,1,credit_card,0,0
CUST_00930,2.7,82.79,month-to-month,2,direct_debit,0,0
CUST_00931,32.4,52.25,month-to-month,4,credit_card,0,0
CUST_00932,72.0,38.03,month-to-month,3,credit_card,0,0
CUST_00933,13.4,88.41,month-to-month,0,paypal,0,1
CUST_00934,3.4,57.73,month-to-month,4,credit_card,1,1
CUST_00935,5.7,64.43,month-to-month,2,direct_debit,0,1
CUST_00936,0.3,84.7,month-to-month,2,credit_card,0,1
CUST_00937,44.2,39.36,month-to-month,1,credit_card,0,1
CUST_00938,2.3,71.91,two-year,4,paypal,1,0
CUST_00939,15.5,48.2,month-to-month,0,direct_debit,0,1
CUST_00940,5.8,57.36,one-year,1,paypal,0,1
CUST_00941,14.5,61.45,month-to-month,1,paypal,0,0
CUST_00942,19.0,30.0,two-year,1,paypal,1,1
CUST_00943,31.9,44.42,two-year,2,paypal,0,0
CUST_00944,4.2,87.02,one-year,1,credit_card,0,1
CUST_00945,0.2,77.72,one-year,1,paypal,0,1
CUST_00946,2.6,58.75,month-to-month,1,credit_card,1,0
CUST_00947,41.4,64.86,two-year,3,credit_card,0,0
CUST_00948,37.3,54.12,two-year,0,credit_card,0,1
CUST_00949,16.4,87.13,two-year,1,credit_card,0,0
CUST_00950,16.5,55.99,one-year,1,direct_debit,0,0
CUST_00951,19.7,64.64,month-to-month,2,credit_card,0,1
CUST_00952,3.5,82.92,two-year,1,credit_card,1,0
CUST_00953,44.2,44.45,month-to-month,3,direct_debit,0,0
CUST_00954,9.8,91.18,month-to-month,1,credit_card,1,1
CUST_00955,8.7,29.39,month-to-month,2,direct_debit,0,0
CUST_00956,13.2,92.59,two-year,4,credit_card,1,0
CUST_00957,0.9,52.55,month-to-month,2,credit_card,0,1
CUST_00958,3.3,55.15,month-to-month,0,credit_card,0,0
CUST_00959,24.1,22.2,month-to-month,0,credit_card,0,0
CUST_00960,1.6,50.9,one-year,2,direct_debit,0,1
CUST_00961,16.6,39.2,one-year,4,direct_debit,0,0
CUST_00962,5.1,47.85,month-to-month,0,credit_card,0,1
CUST_00963,8.9,57.25,month-to-month,0,credit_card,0,1
CUST_00964,6.1,79.16,one-year,0,credit_card,0,0
CUST_00965,7.9,64.15,two-year,1,paypal,1,0
CUST_00966,22.9,66.15,one-year,0,credit_card,0,0
CUST_00967,6.3,38.09,month-to-month,0,paypal,1,1
CUST_00968,15.0,42.38,two-year,1,direct_debit,1,0
CUST_00969,11.6,95.97,month-to-month,2,credit_card,0,0
CUST_00970,19.6,45.3,month-to-month,1,paypal,0,0
CUST_00971,49.7,93.12,month-to-month,3,direct_debit,0,0
CUST_00972,23.7,55.14,month-to-month,2,direct_debit,0,0
CUST_00973,4.4,60.05,one-year,1,credit_card,0,1
CUST_00974,0.6,81.41,month-to-month,2,direct_debit,0,0
CUST_00975,5.5,85.44,month-to-month,2,credit_card,0,1
CUST_00976,16.3,57.78,month-to-month,1,credit_card,0,1
CUST_00977,1.0,52.24,month-to-month,3,paypal,0,1
CUST_00978,12.3,58.88,month-to-month,1,paypal,1,0
CUST_00979,16.4,66.76,month-to-month,1,credit_card,0,1
CUST_00980,7.3,77.83,month-to-month,1,direct_debit,0,1
CUST_00981,26.5,60.08,one-year,0,direct_debit,0,1
CUST_00982,2.0,72.38,one-year,1,credit_card,0,1
CUST_00983,1.4,92.77,one-year,2,credit_card,0,0
CUST_00984,23.4,67.63,month-to-month,0,credit_card,0,1
CUST_00985,12.3,66.23,two-year,0,direct_debit,0,0
CUST_00986,21.0,29.62,two-year,3,paypal,0,1
CUST_00987,10.3,10.0,one-year,0,credit_card,0,1
CUST_00988,5.1,67.77,one-year,2,direct_debit,0,1
CUST_00989,30.8,58.1,month-to-month,3,direct_debit,0,1
CUST_00990,28.9,49.7,two-year,1,direct_debit,0,0
CUST_00991,21.4,64.87,month-to-month,3,credit_card,0,1
CUST_00992,5.7,58.79,month-to-month,1,direct_debit,1,0
CUST_00993,16.1,82.56,month-to-month,1,paypal,0,0
CUST_00994,8.1,61.72,month-to-month,0,credit_card,0,1
CUST_00995,1.7,45.06,two-year,2,credit_card,0,1
CUST_00996,44.9,79.8,month-to-month,0,paypal,1,0
CUST_00997,2.6,55.66,month-to-month,6,credit_card,1,1
CUST_00998,54.0,70.53,one-year,2,paypal,1,1
CUST_00999,10.6,50.45,month-to-month,0,credit_card,0,1
CUST_01000,3.7,47.0,month-to-month,3,credit_card,1,0
CUST_01001,14.1,61.68,one-year,1,credit_card,0,0
CUST_01002,37.1,60.26,one-year,1,credit_card,0,1
CUST_01003,23.7,69.6,month-to-month,2,credit_card,0,1
CUST_01004,29.6,54.63,one-year,2,direct_debit,0,1
CUST_01005,19.4,23.27,month-to-month,1,credit_card,0,1
CUST_01006,21.2,51.34,month-to-month,2,paypal,0,1
CUST_01007,34.1,75.88,month-to-month,1,direct_debit,1,0
CUST_01008,5.2,54.05,month-to-month,4,direct_debit,1,1
CUST_01009,12.1,55.07,one-year,0,credit_card,0,1
CUST_01010,4.5,79.73,one-year,2,direct_debit,0,1
CUST_01011,72.0,45.76,month-to-month,1,direct_debit,1,1
CUST_01012,51.9,29.14,month-to-month,0,credit_card,1,0
CUST_01013,0.7,56.79,one-year,0,paypal,0,1
CUST_01014,22.0,50.32,month-to-month,1,credit_card,0,1
CUST_01015,46.7,40.68,month-to-month,1,credit_card,0,1
CUST_01016,3.6,56.49,two-year,1,direct_debit,0,1
CUST_01017,15.1,69.83,one-year,1,direct_debit,0,0
CUST_01018,44.5,59.81,two-year,3,credit_card,0,1
CUST_01019,0.6,66.14,month-to-month,3,paypal,0,1
CUST_01020,21.5,96.27,one-year,3,direct_debit,0,1
CUST_01021,6.4,53.14,month-to-month,0,direct_debit,1,0
CUST_01022,46.5,65.57,month-to-month,1,credit_card,0,0
CUST_01023,63.8,49.82,month-to-month,1,paypal,0,0
CUST_01024,52.0,43.07,month-to-month,1,credit_card,1,1
CUST_01025,11.6,48.3,month-to-month,1,direct_debit,0,0
CUST_01026,35.7,50.42,month-to-month,1,credit_card,0,1
CUST_01027,33.5,67.19,month-to-month,3,direct_debit,0,1
CUST_01028,6.9,106.98,one-year,2,credit_card,1,0
CUST_01029,31.8,45.68,month-to-month,5,credit_card,1,1
CUST_01030,0.7,51.67,month-to-month,1,paypal,0,1
CUST_01031,16.3,58.74,month-to-month,1,credit_card,1,1
CUST_01032,4.7,67.92,month-to-month,2,credit_card,0,1
CUST_01033,2.3,65.27,one-year,0,direct_debit,1,1
CUST_01034,1.4,85.68,month-to-month,2,direct_debit,1,1
CUST_01035,21.5,11.47,one-year,1,credit_card,0,1
CUST_01036,7.5,12.26,month-to-month,1,credit_card,1,0
CUST_01037,23.2,50.08,month-to-month,2,paypal,0,0
CUST_01038,1.2,81.95,two-year,1,direct_debit,0,1
CUST_01039,6.8,28.69,one-year,0,credit_card,1,1
CUST_01040,14.0,10.0,month-to-month,1,paypal,0,0
CUST_01041,28.2,71.42,one-year,1,direct_debit,0,0
CUST_01042,6.9,64.87,month-to-month,3,credit_card,0,1
CUST_01043,17.7,38.2,one-year,1,credit_card,1,1
CUST_01044,39.1,40.29,one-year,0,credit_card,1,0
CUST_01045,17.2,40.61,one-year,3,paypal,0,1
CUST_01046,4.8,62.21,two-year,0,credit_card,0,0
CUST_01047,0.4,47.47,month-to-month,3,credit_card,1,1
CUST_01048,36.7,69.88,one-year,2,paypal,0,0
CUST_01049,0.4,10.0,month-to-month,2,credit_card,1,1
CUST_01050,37.4,42.86,month-to-month,1,direct_debit,1,0
CUST_01051,13.5,37.48,month-to-month,4,credit_card,0,0
CUST_01052,50.4,54.87,month-to-month,1,direct_debit,0,1
CUST_01053,28.9,49.24,one-year,0,credit_card,0,0
CUST_01054,72.0,75.96,month-to-month,5,credit_card,0,1
CUST_01055,7.8,22.81,month-to-month,3,direct_debit,0,1
CUST_01056,26.2,60.91,month-to-month,3,direct_debit,1,0
CUST_01057,9.3,71.17,month-to-month,1,direct_debit,1,1
CUST_01058,11.8,97.13,two-year,4,direct_debit,0,1
CUST_01059,17.8,50.36,month-to-month,0,direct_debit,1,1
CUST_01060,37.2,66.49,one-year,1,direct_debit,0,1
CUST_01061,72.0,23.92,one-year,2,direct_debit,0,0
CUST_01062,26.3,12.16,one-year,0,direct_debit,0,1
CUST_01063,9.7,76.9,month-to-month,2,direct_debit,1,1
CUST_01064,9.8,59.89,two-year,1,direct_debit,0,1
CUST_01065,24.1,83.57,month-to-month,2,credit_card,0,1
CUST_01066,4.9,32.53,two-year,6,credit_card,0,1
CUST_01067,2.1,70.4,month-to-month,3,credit_card,0,1
CUST_01068,7.9,97.38,month-to-month,3,paypal,0,1
CUST_01069,6.1,68.39,month-to-month,2,direct_debit,0,1
CUST_01070,6.3,65.53,one-year,2,direct_debit,1,0
CUST_01071,4.8,60.17,month-to-month,3,credit_card,0,1
CUST_01072,0.8,28.58,month-to-month,1,credit_card,0,1
CUST_01073,0.3,87.11,month-to-month,4,paypal,0,0
CUST_01074,72.0,47.78,two-year,4,paypal,1,1
CUST_01075,10.0,70.09,one-year,5,credit_card,0,1
CUST_01076,8.7,28.74,month-to-month,0,direct_debit,1,1
CUST_01077,20.5,36.41,one-year,1,credit_card,1,1
CUST_01078,4.4,88.7,month-to-month,0,credit_card,1,1
CUST_01079,53.9,53.05,month-to-month,1,direct_debit,1,0
CUST_01080,27.8,89.07,two-year,1,direct_debit,0,1
CUST_01081,1.7,58.44,month-to-month,1,direct_debit,0,1
CUST_01082,9.7,23.16,month-to-month,0,credit_card,0,0
CUST_01083,38.0,77.84,month-to-month,1,credit_card,1,0
CUST_01084,52.1,48.2,month-to-month,3,credit_card,1,1
CUST_01085,11.3,73.97,month-to-month,1,credit_card,1,1
CUST_01086,17.1,60.5,month-to-month,1,direct_debit,0,1
CUST_01087,3.3,29.14,month-to-month,1,credit_card,0,0
CUST_01088,72.0,63.29,month-to-month,3,credit_card,0,1
CUST_01089,4.7,103.92,month-to-month,4,credit_card,0,0
CUST_01090,51.5,69.86,month-to-month,2,direct_debit,0,1
CUST_01091,18.9,58.85,month-to-month,4,direct_debit,0,0
CUST_01092,16.8,81.51,one-year,2,direct_debit,1,1
CUST_01093,12.9,64.21,month-to-month,1,credit_card,0,0
CUST_01094,4.7,64.19,one-year,2,credit_card,0,1
CUST_01095,3.5,38.17,one-year,1,credit_card,0,0
CUST_01096,4.5,64.68,one-year,0,credit_card,0,1
CUST_01097,3.7,80.71,month-to-month,1,credit_card,1,0
CUST_01098,27.2,43.28,month-to-month,5,credit_card,0,1
CUST_01099,7.8,88.49,month-to-month,1,direct_debit,0,1
CUST_01100,1.1,58.17,one-year,2,paypal,0,1
CUST_01101,62.6,42.24,month-to-month,2,credit_card,1,1
CUST_01102,38.7,79.95,one-year,3,paypal,0,1
CUST_01103,47.3,54.26,two-year,3,credit_card,0,0
CUST_01104,72.0,75.19,month-to-month,1,direct_debit,0,1
CUST_01105,3.4,54.16,month-to-month,3,direct_debit,0,1
CUST_01106,9.1,58.8,one-year,1,paypal,1,0
CUST_01107,25.6,69.87,month-to-month,3,credit_card,0,1
CUST_01108,21.4,65.82,month-to-month,5,credit_card,0,0
CUST_01109,3.0,20.09,two-year,2,credit_card,0,1
CUST_01110,30.5,37.58,month-to-month,1,credit_card,1,1
CUST_01111,4.6,78.59,two-year,0,paypal,0,1
CUST_01112,4.6,57.36,one-year,1,direct_debit,1,1
CUST_01113,13.9,49.53,one-year,3,direct_debit,0,1
CUST_01114,16.2,32.83,month-to-month,4,direct_debit,1,1
CUST_01115,15.6,38.41,month-to-month,1,paypal,1,1
CUST_01116,1.7,19.56,month-to-month,4,credit_card,0,1
CUST_01117,37.8,57.97,month-to-month,2,credit_card,0,1
CUST_01118,5.6,48.03,month-to-month,0,paypal,0,1
CUST_01119,2.5,40.67,month-to-month,3,credit_card,1,1
CUST_01120,39.5,58.64,month-to-month,0,credit_card,0,0
CUST_01121,56.1,67.28,month-to-month,3,credit_card,0,0
CUST_01122,35.7,101.86,one-year,2,direct_debit,0,0
CUST_01123,29.8,29.76,month-to-month,5,direct_debit,0,0
CUST_01124,19.2,83.19,month-to-month,4,credit_card,0,1
CUST_01125,14.4,79.46,one-year,2,direct_debit,1,1
CUST_01126,1.6,44.42,two-year,3,direct_debit,1,1
CUST_01127,9.5,64.06,month-to-month,1,paypal,0,1
CUST_01128,8.4,50.85,month-to-month,2,direct_debit,0,0
CUST_01129,5.4,63.71,month-to-month,1,direct_debit,0,1
CUST_01130,23.1,90.18,two-year,5,direct_debit,1,1
CUST_01131,12.3,72.11,one-year,1,credit_card,0,0
CUST_01132,1.5,70.17,one-year,1,credit_card,0,1
CUST_01133,4.5,51.39,month-to-month,1,direct_debit,0,1
CUST_01134,20.7,30.32,month-to-month,1,credit_card,1,1
CUST_01135,1.4,55.83,month-to-month,0,credit_card,0,0
CUST_01136,34.3,84.13,one-year,2,direct_debit,0,1
CUST_01137,12.3,29.46,one-year,1,credit_card,0,1
CUST_01138,11.8,38.9,two-year,3,credit_card,0,1
CUST_01139,16.2,62.53,month-to-month,2,direct_debit,0,1
CUST_01140,31.3,40.31,month-to-month,2,direct_debit,0,1
CUST_01141,7.7,44.15,month-to-month,2,paypal,0,1
CUST_01142,20.4,51.53,one-year,1,direct_debit,1,1
CUST_01143,15.0,32.69,one-year,0,direct_debit,0,1
CUST_01144,5.6,40.52,month-to-month,1,credit_card,0,1
CUST_01145,38.0,74.07,month-to-month,2,credit_card,0,1
CUST_01146,28.7,33.85,month-to-month,0,credit_card,0,0
CUST_01147,19.3,28.04,month-to-month,4,direct_debit,0,1
CUST_01148,34.2,47.4,two-year,1,direct_debit,1,1
CUST_01149,36.4,74.64,month-to-month,3,direct_debit,0,0
CUST_01150,22.2,56.06,one-year,3,direct_debit,1,1
CUST_01151,32.7,50.71,month-to-month,1,credit_card,1,1
CUST_01152,21.5,60.89,one-year,1,direct_debit,0,1
CUST_01153,20.5,25.09,month-to-month,1,credit_card,1,0
CUST_01154,17.4,69.89,one-year,3,credit_card,0,0
CUST_01155,25.1,67.67,month-to-month,1,direct_debit,0,1
CUST_01156,3.1,51.81,month-to-month,2,paypal,1,0
CUST_01157,38.3,80.12,month-to-month,0,paypal,0,1
CUST_01158,37.0,37.45,month-to-month,1,paypal,0,0
CUST_01159,0.5,82.56,month-to-month,3,credit_card,0,1
CUST_01160,31.5,63.09,month-to-month,2,credit_card,0,0
CUST_01161,2.5,53.27,two-year,3,credit_card,0,1
CUST_01162,7.3,59.6,month-to-month,2,credit_card,1,1
CUST_01163,24.5,57.85,one-year,1,credit_card,0,1
CUST_01164,3.2,84.41,two-year,1,direct_debit,1,0
CUST_01165,30.7,38.47,month-to-month,2,direct_debit,0,0
CUST_01166,32.1,44.75,one-year,1,paypal,0,1
CUST_01167,12.7,80.73,month-to-month,2,paypal,0,0
CUST_01168,0.1,48.09,month-to-month,1,credit_card,0,0
CUST_01169,6.1,78.01,month-to-month,5,paypal,0,0
CUST_01170,17.3,93.99,two-year,1,direct_debit,1,1
CUST_01171,71.5,51.96,month-to-month,2,direct_debit,0,1
CUST_01172,18.0,73.63,month-to-month,5,direct_debit,0,1
CUST_01173,5.4,36.93,month-to-month,2,credit_card,0,1
CUST_01174,18.1,75.09,two-year,0,paypal,0,0
CUST_01175,14.0,63.99,month-to-month,3,direct_debit,0,0
CUST_01176,27.2,69.46,one-year,2,paypal,0,0
CUST_01177,2.0,47.09,one-year,1,paypal,1,1
CUST_01178,25.8,26.78,one-year,0,direct_debit,1,0
CUST_01179,14.0,70.07,two-year,1,credit_card,0,1
CUST_01180,59.3,18.73,one-year,3,credit_card,0,0
CUST_01181,7.5,53.65,month-to-month,3,credit_card,0,1
CUST_01182,18.0,78.82,month-to-month,2,credit_card,1,1
CUST_01183,48.4,63.84,month-to-month,0,paypal,1,0
CUST_01184,1.9,98.97,month-to-month,2,credit_card,1,0
CUST_01185,49.8,80.5,month-to-month,1,paypal,0,1
CUST_01186,21.0,46.92,month-to-month,3,direct_debit,0,1
CUST_01187,1.3,60.55,month-to-month,0,credit_card,0,1
CUST_01188,6.4,59.05,two-year,1,direct_debit,1,1
CUST_01189,22.2,28.36,month-to-month,3,direct_debit,1,0
CUST_01190,1.3,41.19,two-year,2,direct_debit,0,0
CUST_01191,15.7,48.78,month-to-month,2,direct_debit,1,1
CUST_01192,7.6,19.28,one-year,2,credit_card,1,0
CUST_01193,17.5,60.95,one-year,1,direct_debit,0,0
CUST_01194,0.8,55.02,month-to-month,1,direct_debit,1,1
CUST_01195,36.9,26.54,month-to-month,2,direct_debit,0,1
CUST_01196,65.3,68.08,month-to-month,1,paypal,0,0
CUST_01197,62.5,74.32,month-to-month,4,credit_card,0,0
CUST_01198,24.9,64.54,two-year,3,credit_card,0,1
CUST_01199,2.5,53.52,one-year,2,direct_debit,1,1
CUST_01200,25.6,71.83,month-to-month,4,paypal,0,1
CUST_01201,0.4,73.6,month-to-month,3,credit_card,0,1
CUST_01202,0.4,66.15,month-to-month,2,credit_card,0,1
CUST_01203,7.0,43.51,month-to-month,3,credit_card,0,1
CUST_01204,12.1,65.53,one-year,2,credit_card,0,0
CUST_01205,26.5,83.91,month-to-month,3,credit_card,0,0
CUST_01206,20.7,48.07,month-to-month,2,credit_card,0,0
CUST_01207,10.6,101.96,month-to-month,3,direct_debit,1,1
CUST_01208,5.8,49.49,month-to-month,1,credit_card,1,1
CUST_01209,72.0,60.65,one-year,1,credit_card,0,0
CUST_01210,10.0,46.55,month-to-month,6,credit_card,1,0
CUST_01211,10.8,64.47,two-year,0,paypal,1,0
CUST_01212,3.2,25.16,two-year,1,direct_debit,0,0
CUST_01213,28.5,49.08,month-to-month,3,paypal,0,0
CUST_01214,21.3,38.16,month-to-month,1,direct_debit,1,1
CUST_01215,4.5,62.71,one-year,1,credit_card,0,1
CUST_01216,1.5,79.89,two-year,1,credit_card,0,0
CUST_01217,20.5,72.92,one-year,0,direct_debit,1,0
CUST_01218,19.1,12.57,month-to-month,1,direct_debit,0,1
CUST_01219,5.7,100.84,two-year,2,direct_debit,1,0
CUST_01220,54.2,65.91,month-to-month,1,direct_debit,0,1
CUST_01221,2.9,44.47,one-year,2,direct_debit,0,0
CUST_01222,10.2,63.14,two-year,0,credit_card,0,1
CUST_01223,51.8,63.52,month-to-month,1,paypal,0,1
CUST_01224,9.8,46.66,two-year,2,direct_debit,1,0
CUST_01225,18.3,63.96,month-to-month,0,credit_card,0,1
CUST_01226,9.1,47.85,two-year,1,direct_debit,1,1
CUST_01227,5.8,51.91,month-to-month,4,direct_debit,0,1
CUST_01228,72.0,46.27,two-year,0,credit_card,0,0
CUST_01229,9.5,31.35,month-to-month,1,credit_card,1,0
CUST_01230,40.4,62.92,one-year,1,credit_card,0,0
CUST_01231,4.7,71.71,month-to-month,1,credit_card,1,0
CUST_01232,4.3,70.3,month-to-month,0,credit_card,0,0
CUST_01233,0.6,76.4,month-to-month,2,credit_card,1,1
CUST_01234,19.0,66.49,one-year,3,credit_card,0,1
CUST_01235,8.3,49.35,month-to-month,2,credit_card,1,1
CUST_01236,36.0,76.79,month-to-month,1,paypal,1,1
CUST_01237,11.5,32.85,month-to-month,3,credit_card,0,0
CUST_01238,62.1,41.99,two-year,4,credit_card,0,1
CUST_01239,3.7,40.72,month-to-month,0,credit_card,0,1
CUST_01240,36.5,81.6,month-to-month,1,direct_debit,0,1
CUST_01241,27.0,78.86,month-to-month,3,credit_card,0,1
CUST_01242,26.5,69.75,month-to-month,2,credit_card,0,0
CUST_01243,33.5,81.44,month-to-month,3,credit_card,0,1
CUST_01244,25.8,42.41,month-to-month,0,paypal,0,0
CUST_01245,17.7,66.97,two-year,3,direct_debit,1,1
CUST_01246,2.5,57.5,one-year,2,credit_card,1,0
CUST_01247,0.6,76.94,month-to-month,3,credit_card,1,1
CUST_01248,45.7,57.7,month-to-month,2,credit_card,0,1
CUST_01249,17.3,52.3,one-year,1,credit_card,0,0
CUST_01250,28.7,70.82,month-to-month,0,direct_debit,0,1
CUST_01251,11.8,77.52,one-year,1,direct_debit,1,1
CUST_01252,2.2,46.63,month-to-month,4,direct_debit,0,1
CUST_01253,2.4,58.78,month-to-month,2,credit_card,0,1
CUST_01254,20.8,38.83,month-to-month,5,direct_debit,0,0
CUST_01255,10.1,10.04,two-year,3,credit_card,0,0
CUST_01256,4.0,64.01,month-to-month,1,credit_card,0,1
CUST_01257,12.2,72.18,month-to-month,1,direct_debit,0,1
CUST_01258,1.2,65.24,month-to-month,3,credit_card,0,1
CUST_01259,15.7,21.01,one-year,3,direct_debit,0,1
CUST_01260,5.6,52.98,two-year,3,paypal,0,0
CUST_01261,28.8,15.63,month-to-month,1,credit_card,0,1
CUST_01262,6.7,87.39,month-to-month,1,paypal,1,0
CUST_01263,10.9,38.28,two-year,3,credit_card,0,1
CUST_01264,0.2,85.11,month-to-month,0,credit_card,0,0
CUST_01265,1.4,78.92,month-to-month,1,direct_debit,1,0
CUST_01266,9.0,41.99,month-to-month,3,direct_debit,1,1
CUST_01267,11.8,37.34,one-year,2,credit_card,0,0
CUST_01268,16.5,67.01,month-to-month,3,direct_debit,0,1
CUST_01269,6.2,43.11,one-year,2,paypal,1,1
CUST_01270,21.4,62.05,month-to-month,1,credit_card,0,1
CUST_01271,35.4,50.34,month-to-month,2,paypal,1,0
CUST_01272,27.2,24.38,one-year,1,direct_debit,0,1
CUST_01273,0.7,15.39,month-to-month,5,paypal,1,1
CUST_01274,11.8,64.53,month-to-month,3,credit_card,0,0
CUST_01275,2.0,48.77,one-year,1,direct_debit,1,1
CUST_01276,5.0,48.94,two-year,2,credit_card,0,1
CUST_01277,72.0,73.92,two-year,3,paypal,1,0
CUST_01278,2.8,83.47,two-year,3,direct_debit,0,1
CUST_01279,12.4,54.55,two-year,5,credit_card,0,1
CUST_01280,17.3,53.19,month-to-month,0,credit_card,0,0
CUST_01281,21.8,70.0,month-to-month,1,paypal,1,1
CUST_01282,14.8,32.86,one-year,0,direct_debit,0,1
CUST_01283,0.2,64.46,month-to-month,4,credit_card,0,1
CUST_01284,7.1,71.04,one-year,0,credit_card,0,0
CUST_01285,13.1,73.6,one-year,1,paypal,1,1
CUST_01286,1.7,21.26,month-to-month,1,credit_card,0,1
CUST_01287,7.8,44.77,two-year,2,credit_card,0,1
CUST_01288,0.6,42.43,month-to-month,0,paypal,1,1
CUST_01289,1.5,62.0,month-to-month,3,credit_card,1,0
CUST_01290,9.1,69.61,two-year,3,credit_card,0,1
CUST_01291,2.6,89.93,month-to-month,2,credit_card,0,1
CUST_01292,15.1,50.1,month-to-month,1,paypal,0,1
CUST_01293,21.1,50.05,month-to-month,3,credit_card,0,1
CUST_01294,29.0,82.99,one-year,2,direct_debit,0,1
CUST_01295,4.0,65.93,one-year,2,paypal,0,1
CUST_01296,3.3,85.35,one-year,2,credit_card,1,1
CUST_01297,2.0,65.77,one-year,1,paypal,0,0
CUST_01298,18.2,36.86,month-to-month,4,credit_card,1,0
CUST_01299,22.1,33.34,two-year,0,direct_debit,0,1
CUST_01300,0.6,28.97,two-year,1,credit_card,0,0
CUST_01301,49.5,73.24,month-to-month,0,direct_debit,0,0
CUST_01302,1.0,83.77,month-to-month,2,credit_card,1,1
CUST_01303,14.0,96.99,two-year,5,credit_card,0,1
CUST_01304,22.2,76.86,two-year,4,paypal,0,0
CUST_01305,36.9,83.26,two-year,1,credit_card,0,1
CUST_01306,22.5,48.4,two-year,1,paypal,0,0
CUST_01307,29.1,36.87,month-to-month,3,credit_card,0,0
CUST_01308,7.5,77.0,one-year,1,credit_card,1,1
CUST_01309,30.4,68.35,month-to-month,0,paypal,1,0
CUST_01310,1.5,62.15,month-to-month,3,credit_card,0,1
CUST_01311,40.5,67.75,one-year,1,paypal,1,1
CUST_01312,14.3,66.46,month-to-month,5,direct_debit,0,1
CUST_01313,30.6,85.68,one-year,4,credit_card,1,1
CUST_01314,10.8,85.9,month-to-month,2,direct_debit,0,1
CUST_01315,18.6,70.88,month-to-month,1,credit_card,1,1
CUST_01316,13.5,76.92,month-to-month,2,credit_card,1,0
CUST_01317,23.7,70.28,month-to-month,3,direct_debit,1,1
CUST_01318,1.5,50.78,month-to-month,3,credit_card,0,1
CUST_01319,1.1,75.13,month-to-month,1,credit_card,0,1
CUST_01320,5.1,32.11,two-year,2,paypal,1,1
CUST_01321,3.1,81.08,month-to-month,1,paypal,1,1
CUST_01322,37.0,36.11,month-to-month,5,direct_debit,0,0
CUST_01323,4.5,65.72,month-to-month,2,direct_debit,0,1
CUST_01324,67.0,43.1,one-year,2,direct_debit,0,0
CUST_01325,7.4,71.07,month-to-month,2,direct_debit,0,1
